Book Name,Price,Rating,Stock,Product Link,Page
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,10
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,10
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,10
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,10
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,10
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,10
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,10
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,10
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,10
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,10
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,10
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,10
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,10
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,10
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,10
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,10
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,10
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,10
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,10
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,10
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,11
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,11
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,11
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,11
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,11
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,11
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,11
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,11
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,11
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,11
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,11
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,11
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,11
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,11
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,11
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,11
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,11
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,11
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,11
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,11
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,12
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,12
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,12
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,12
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,12
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,12
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,12
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,12
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,12
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,12
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,12
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,12
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,12
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,12
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,12
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,12
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,12
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,12
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,12
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,12
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,13
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,13
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,13
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,13
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,13
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,13
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,13
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,13
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,13
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,13
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,13
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,13
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,13
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,13
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,13
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,13
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,13
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,13
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,13
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,13
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,14
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,14
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,14
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,14
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,14
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,14
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,14
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,14
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,14
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,14
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,14
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,14
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,14
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,14
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,14
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,14
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,14
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,14
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,14
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,14
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,15
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,15
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,15
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,15
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,15
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,15
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,15
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,15
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,15
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,15
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,15
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,15
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,15
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,15
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,15
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,15
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,15
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,15
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,15
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,15
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,16
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,16
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,16
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,16
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,16
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,16
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,16
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,16
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,16
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,16
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,16
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,16
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,16
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,16
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,16
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,16
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,16
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,16
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,16
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,16
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,17
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,17
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,17
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,17
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,17
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,17
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,17
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,17
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,17
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,17
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,17
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,17
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,17
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,17
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,17
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,17
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,17
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,17
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,17
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,17
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,18
Tipping the Velvet,Â£53.74,One,In stock,https://books.toscrape.com/catalogue/catalogue/tipping-the-velvet_999/index.html,18
Soumission,Â£50.10,One,In stock,https://books.toscrape.com/catalogue/catalogue/soumission_998/index.html,18
Sharp Objects,Â£47.82,Four,In stock,https://books.toscrape.com/catalogue/catalogue/sharp-objects_997/index.html,18
Sapiens: A Brief History of Humankind,Â£54.23,Five,In stock,https://books.toscrape.com/catalogue/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,18
The Requiem Red,Â£22.65,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-requiem-red_995/index.html,18
The Dirty Little Secrets of Getting Your Dream Job,Â£33.34,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,18
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â£17.93,Three,In stock,https://books.toscrape.com/catalogue/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,18
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â£22.60,Four,In stock,https://books.toscrape.com/catalogue/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,18
The Black Maria,Â£52.15,One,In stock,https://books.toscrape.com/catalogue/catalogue/the-black-maria_991/index.html,18
"Starving Hearts (Triangular Trade Trilogy, #1)",Â£13.99,Two,In stock,https://books.toscrape.com/catalogue/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,18
Shakespeare's Sonnets,Â£20.66,Four,In stock,https://books.toscrape.com/catalogue/catalogue/shakespeares-sonnets_989/index.html,18
Set Me Free,Â£17.46,Five,In stock,https://books.toscrape.com/catalogue/catalogue/set-me-free_988/index.html,18
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Â£52.29,Five,In stock,https://books.toscrape.com/catalogue/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,18
Rip it Up and Start Again,Â£35.02,Five,In stock,https://books.toscrape.com/catalogue/catalogue/rip-it-up-and-start-again_986/index.html,18
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â£57.25,Three,In stock,https://books.toscrape.com/catalogue/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,18
Olio,Â£23.88,One,In stock,https://books.toscrape.com/catalogue/catalogue/olio_984/index.html,18
Mesaerion: The Best Science Fiction Stories 1800-1849,Â£37.59,One,In stock,https://books.toscrape.com/catalogue/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,18
Libertarianism for Beginners,Â£51.33,Two,In stock,https://books.toscrape.com/catalogue/catalogue/libertarianism-for-beginners_982/index.html,18
It's Only the Himalayas,Â£45.17,Two,In stock,https://books.toscrape.com/catalogue/catalogue/its-only-the-himalayas_981/index.html,18
A Light in the Attic,Â£51.77,Three,In stock,https://books.toscrape.com/catalogue/catalogue/a-light-in-the-attic_1000/index.html,19
